Score,Evaluation
4.3,环境一般，旁边在修路。
5,据说不错
4.3,五星级的服务不错，设施有点老了
5,舒适
5,很棒啊～服务又好～…哈哈，为什么一定要十五字点评呢
5,房间挺大的，离四号线一号楼非常近。
5,性价比高，距离地铁近，自助早餐很丰盛，服务好。
5,酒店很嗨，服务很到位，房间很大
5,很好很舒服的酒店，下次还会再次入住！
5,连住了三晚，环境不错，出行也方便。
4.3,总的来说还不错，就是门口在修路
4.3,早餐很方便，房间里没有独立的淋浴房很不方便！
5,非常满意的酒店，浴景房安逸啊，三面景色，楼高36，服务也不错，医博会期间这个价格实惠的了
5,非常不错，老牌的酒店。有优惠的时候还不贵。
5,非常好，房间设施高档，性价比很高，难得浦东陆家嘴区域有这个性价比
5,常住，领导客户满意是我们的追求，还行
5,酒店还不错的。服务好。离茅先生公司很近。中午还可以一起午餐 哈哈 爽爽嗒
5,一直入住的酒店，地段非常好，交通方便。
5,酒店的设施非常好，服务也非常到位。以后还会选择。
5,经过裕景很多次，第一次在裕景住。的确很不错，以前在裕景的商务楼办公过，品质真的是很好。出行也方便，非常容易地就可以坐上地铁
5,可以的，没有问题的，各项设施齐全，服务也周到。
5,干净，舒适。早餐可以，性价比高
5,价格实惠交通便利服务周全适合商务出差
4.3,位置超级方便，出地铁抬头就看到
5,都不错
5,不错的！
4.3,周边施工~环境较差，酒店一直稳定
5,非常不错的酒店，感觉很好很舒服，位子也不错，在黄金地段
5,每次出差都住这里，老外比较喜欢，推荐。
5,超级好的酒店，全部五星，太喜欢了，还会入住的
5,多次出差都入住这里，毗邻地铁口，交通非常方便，酒店设施也很好
4.3,不错，房间大，尤其厕所大
5,位置非常好，景观房，距离陆家嘴金融很近
5,环境相当不错，五星酒店就是不错，朋友相当满意，不过就是酒店消费略高，剩下都挺满意的
4,淋浴间的水全都流出来啊，整个洗手间都淹了，真恐怖。早上用餐时忘拿勺子了，麻烦服务员拿一下，他竟然说前面有自己去拿啊，虽然最后还是很不情愿的拿过来了。
5,很不错的宾馆。住着很舒服。交通也方便。价格不是很贵，商务出差住住很不错啦。早餐也很不错。只是酒店前面的大马路在修理，周围环境看上去不是很好。等修好了，估计就很OK了。
4.3,清远是广东人非常喜欢的度假地，玩的方面当推温泉和漂流，清远有丰富的地下水资源，较为著名的温泉旅馆有银盏温泉，既可享受自助餐，又可依据自身需要在不同温度的泉水中浸泡，还有沙滩排球、健身室等；漂流的话，我去的是古龙峡，落差达120米，很刺激。吃的方面清远则以清远鸡而文明，味道鲜嫩，但偏清淡。
5,酒店虽然不在陆家嘴核心区，但是离东方明珠/金茂等地距离在2公里之内，房间可以俯瞰黄浦江，性价比很高。美中不足的是目前酒店门口正在修路，附近商业配套还不是很多。
4.3,看起来像是很老的五星级酒店。总台服务员态度谦和业务熟练。自助早餐的服务员真心不行，我们在用餐过程中，看到服务员与客人发生激烈争吵，争执原因不明，但明显影响就餐环境。
4.3,所住房间视野相当的开阔，名气不算大，能够有这样的入住感受已经很不错了，在经济条件不能够满足超豪华五星的情况下，这应该是最好的选择了。
5,比较不错的地方，我去的时候边上在修路不太方便，楼下就是地铁还可以，但内部设施比较好，服务也比较到位 去上海还是会住这个地方。
5,非常不错的酒店，位置也好，吃饭也方便，很棒！
5,可以看到黄浦江，夜景非常不错，早餐也很丰富，WIFI略贵还不快，其他都很赞
5,环境，设施，停车场，位置都不错
4.3,位置很好很方便。酒店服务很好，由于退房匆忙没有拿发票，电话前台寄送发票，态度很好！赞一个！第三天就收到了。下次还会选择入住
5,位置环境都不错，下次还会入住。
5,总体感觉还是不错的，卫生服务都不错！
4.3,周边修路，不然地段还是不错，离陆家嘴较近
5,非常不错，早餐很丰富，升级到裕景房，可以俯瞰整个黄浦江，白天晚上都超美的。房间设施非常完善，酒店服务也很周到～非常非常满意的一次体验。以后有机会还会来住的～
5,设施好， 服务好，干净整洁，性价比好，很喜欢这家酒店的氛围与格调。吃的方面，自助、中餐、商务快餐一应俱全
5,出行方便，地铁口就在门口，作为一家5星级酒店，设施也没得说，餐厅的食物也很美味，很满意。
5,外宾为主的酒店，如果你想远离国人的喧闹和无序，享受不错的装修服务品味，来这儿就对了
4.3,4月2号晚上一位大堂的工作人员态度不是很好，不知道他的具体职务是什么，站在酒店外面客人上下车的地方，让他帮忙叫车，他却要我们自己去找礼宾部
5,住了很多次了，每次都比较满意，酒店服务不错，早餐也比较丰富，位置也很靠近陆家嘴，办事很方便。值得推荐！
5,酒店的服务、设施、卫生都很满意，交通方便！
5,不错，交通很方便，楼下就是地铁4号线，通过沿途换乘可以走遍上海了。
5,挺好的，值得推荐，只是吃饭有点小贵。
5,离地铁4号近，交通方便。附近有超市，购物也方便。离滨江大道越500米，去散步也很近。总体不错。
5,习惯在携程上订房间，价格合理，不错！出门对面就是地铁，方便出行！
5,酒店交通便利，环境优雅。服务5星。总体感觉很好。特别满意的是卫生间很大，整体房间也很宽敞。下次还会再入住！
4.3,离地铁4号线很近，就是住的第二晚，八点多回来的时候热水就不热了，五星的酒店不应该出现这种状况，其他都不错。
5,环境很好，房间有浴缸和淋浴，干湿分开，景色很好，还有室内游泳池，中间有按摩浴池，很舒服，服务也不错，交通方便，地铁4号线出来就是
4.8,很棒！酒店给我安排的房正对陆家嘴，夜景很不错哦！
4.5,正在修路，客观上还是有些不便的
4.5,"Good location, very near to the #4 subway station, just cross the road. The Liujiazui area is also very near. convenient to shop and eat."
4.5,边上在修路。到了没房间了升级。服务不错
4.5,性价比好，希望能延续。美中不足，楼下施工有些吵
4.5,有些老旧了
4.5,拥堵时段座地铁方便。开车拥挤
4.5,"Great hotel, very clean and staff is excellent, just too much construction on going around."
4.5,整体还算可以的，价位适中！！！
4.5,蛮好的。价格合理
4.5,酒店可以。通过携程订的，拖延确认了大半天不说，订的尽量安排大床房，结果安排的标间！！！简直无语了！！
4.5,灰常好
4,不错的 性价比高
4,除了前台效率不高，其他都可以。有时朱可少可以帮忙升级房间。
4,不错，第二次去了
4,不错
4,靠近黄浦江，风景不错
4,还不错
4,自助早餐不错，服务尚可。走廊地摊好脏啊……房间还可以。
4,前台办理入住退房速度超级慢
4,酒店位置离陆家嘴很近，到酒店北面的昌邑路环境很糟糕。
4,酒店各方面都不错，唯一不足的是酒店周围修地下通道，半夜还在施工
4,酒店就在地铁口，周围修路，整体还是不错的
4,每次来都住这家酒店，环境设施都不错，离陆家嘴也很方便，可是这次给的房间小了点。
4,酒店不错，床舒适，门口就是地铁站很方便。
4,地方出行方便，门口就有地铁，步行也很快可以到东方明珠塔，这个五星级感觉不怎么像，去酒店稍微早一点都会等才能入住
4,修路！不方便。十二点多来的，没搞卫生说要二点，结果等到两点半！
4,浦东大道一直修路，交通太不方便了
4,服务太差了，前台一副刁不垃圾的样子，建议大家不去携程定这家酒店，看不起网上订的！
4,酒店价格还可以，就旁边在修地铁
4,酒店地理位置很好，出行方便，酒店设施有点老，早餐贵
4,酒店不错，交通地铁很方便，就是门口修路，拿房一定要下午二点后会空点
4,一如既往，交通便利，不过退房排队时间过长。
4,不错
4,酒店给升级到行政房，但不可享受行政房的待遇。早餐可以。
4,交通很方便！ 就是修路
4,出行方便，早餐一般，房间隔音不好
4,还不错，服务一般房间整体还行
4,地理位置还不错、只是周边修路，环境有些嘈杂，价位稍偏高
3.3,酒店周围都是工地，挺吵的，但是门口对面就是地铁口，交通方便，酒店设施还可以，房间卫生一般，桌上都是灰尘，前台登记态度太冷淡，没有笑脸，早餐品种也不多，感觉酒店留给我的印象一般！
2.3,酒店早餐很差，热菜是冷，味道极其一般，酒店宽带很差，无法满足正常的上网需求，room service服务态度让人感觉非常不好，无法想象是五星级标准，浴室龙头是坏的
3.5,设施什么的都挺好的、就是服务有问题、入住的4人、反复确认了赠送了2人早餐、第二天2人去吃了早餐、接待服务员说一用4份早餐、那两人说明明是2份早餐、服务员拿出名单写、写着4人、结果我们吃了4份早餐、退房的时候又让我们补上2份早餐差价…………这都什么服务
3,酒店周在修路，出入是有影的，浴室的水全部倒灌到整洗手g，不知道什N原因，4桥Ｅ硼^的服T端三酒杯砸了2，也是醉了，早上退房排排了快半小r，真的不是很好。
2.8,前台排队太长 早上打电话一直打不通 周边这几天在维修 比较脏和吵 游泳池也关了维修 这次住了四天 感觉一般般 毕竟一分价钱一份货吧 房间还算是干净
3.8,天太热，想退单不去了，携程告知改单不可退！很无奈，只好去了，到大堂登记入住，被告知根本没我的信息，火瞬间上来了！又遇饭点，又只好拖着行李抱着娃先吃饭！幸好问题解决了，不然真是无语死了，强烈建议携程监控下酒店订单流程！酒店本身环境不错，周边感觉就是城乡结合部？
3.5,去上海出差住了一晚，位置很方便。出来地铁就能找到。但是设施偏旧，入住的时候，床头灯就坏了。后来换了个房间。 总体感觉一般。推荐指数不高
3.3,酒店偏老了，老五星标准吧，服务也不热情。我们一共有两个房间，想安排在一起，结果一个03，一个23；后来发现23的房间有烟味、被罩也不干净，有红色斑点，要求换房间，给换到了05，变成两个房间基本上挨着了，当初不晓得前台为什么不这样安排，难道因为在携程上订的被歧视了？！
4.8,感觉挺好的，就是在修马路，有些不太方便
4.8,挺好
4.8,可以
4.8,非常好。
4.8,酒店不错性价比高！
4.8,好…….…………………………
4.8,好
4.8,"Been here several times . Things are quite in order, and as 5-star setup. Good choice !"
4.8,酒店还可以，比例难打车，门口施工
4.8,酒店给升级到了套房。房间很大，性价比很高，服务生很礼貌。
2.8,首先说房间，存在较多问题，房间一次性拖鞋是经过反复洗过使用的，电话至服务台，人员含糊其辞，开始还肯定的说他们都是一次性，后来一再追问下说让服务员再送一双过来，来了继续追问果然是反复使用，这还不是主要的，恶心的是洗手间有臭味，白天没注意，夜里回来阵阵恶臭，找了一下，是面盆下水里面出来的，当时反应，服务员说只能等明天来处理，第二天一大早出去直到夜里回来还是同样问题，而且更臭了，没办法只能将浴巾弄湿堵住面盆才好了些，雷人的是卫生间连排风设备都没有！另外，棉织品清洗质量不好，估计是外送清洗的，总台人员热情度不高，进店和离掉需要等很长时间，特别是结账效率奇低！没遇到结账这么慢的，总得说来，服务也就三星级，设备差不多抵个四星！与挂牌五星差距甚远！哦，还有，电视台没几个清晰的，都是雪花，唉，这种酒店不会再入住了！
4.3,超值
5,酒店位置不错，地铁口出来就是，不过感觉就是酒店有点旧了。
5,周末特惠625一晚，还是很合算的。就是单早是个什么玩意，要么你就无早算了，双人房单早你几个意思…
5,环境好，寂静！交通方便！下次还来。
4,酒店位置一般般，性价比有点低，价位实在高，附近也没什么吃的，总的来说，这个价位，还是差强人意的。希望可以便宜点以后。
4,卫生间较大，浴缸可以，卫生可以，设备不够时尚，但还算大方。
4,四号线旁边，地铁还算方便，设施有些老了，四星还差不多
4,不错的酒店， 出入比较方便，服务也不错。就是中餐厅的菜肴不匝地，点好的菜等了好长时间来告诉我们菜烧毁了，心里比较郁闷，结果送了2只甜品。
4,交通方便，离东方明珠很近，地铁就在酒店对面。只是酒店周边冷清，连个吃饭的地儿都没有。
4,总体还是比较好的，交通出行都比较方便，就是周边在修路，有点吵。房间面积比较小，感觉有点局促。自助早餐一般。
3.8,酒店内部环境非常好，交通也便利，虽然江景远了点，但还是看的到江的。酒店门口在修地铁，稍微有点感觉不好。
3.5,设施设备还可以，就是进店就被穿着西装的礼宾雷倒！一边打电话，一边配合着节奏斗腿！真是有才！
2.3,锁是坏的 江景的话见图吧 搬行李的服务员态度很莫名 前台一时找不到我的名字 不值这个价钱
2.8,还不错
3.8,酒店位置很好，出地铁口就到，很方便！环境及设备也挺好，蛮喜欢那个卫生间那个浴池！
3.5,交通方便、对面就是4号线。早餐品种多、夜景还行！
4,"Still good this Hotel after so many years. The construction work outside is a burden, but you dont feel it much when you are in the Hotel. But Check In and Out needs to be improved as it definitely took too long time. Only 2 people are working there at that time and so many customers in front."
1,酒店的服务简直差到家了，这辈子都不会再入住这家酒店。前台接待好像谁欠钱一样。办理入住的时候慢的像个年迈的老牛一样、退房简直神速、我就呵呵了。一万个差评
2.8,服务太差，下午两点钟到酒店，竟然让我们等到下午三点才给我们地方住，服务员态度还很不友好，一副无所谓的样子。前台就两个人，办理入住和退房排长队。太令人失望。
3,五星级酒店，硬件是达到了，但是服务竟然差到这个程度，也是我第一次遇到。服务中心的电话要么是打不通，要么接电话就是半死不活的声音，而且态度极其蛮横，什么你别问我，我不清楚，要么就是已经给你说了，你催促也没用。而且大堂经理也会很蛮横的说，我们觉得一点问题都没有。另外，同样高级房或者豪华房，有大有小，差距非常大。
2.3,很少给差评，酒店服务真的不行，结账排队半小时，服务员完全没笑脸，还看到服务员和客人吵架，哎。吧台饮料没看见价目表，一罐可乐25，这也就算了。反正以后不会再住。周边吃饭也很不方便
3.5,前台服务，和行李房拿停车票是服务态度差。。。也可能饭店生意好，，，就这样了。。。哈哈。。。反正我以后不回去住了。。。因为我可是花钱去住酒店的。。。。这应该是回国8年中国酒店最差服务态度，，，我同事的遭遇更离奇，，，他已经点评了。。
2.5,办个入住办了10分钟，携程订的房型也给随意变了不通知，楼下正在大兴土木早上8点就是电机的声音很吵，这点很差，完全影响质量。
3.8,酒店是个不错的酒店，但价格偏高了。酒店通过销售代理出售所谓的会员卡，给了一堆打折的票，然而订房时发现打5折的价格竟然比在携程自己订的还要贵，而酒店坚持销售代理已经结束了和酒店的合作，酒店这种不负责任的行为应该受到谴责！
2.8,说实在，这次裕景饭店的服务实在是太差，我定的是行政楼层，服务人员跟我说，虽然是行政楼层却不享受行政的服务内容，我问了原因竟然是说我定的时候价格很低，所以不享用！这真是对客人大大的侮辱，因为我还看到其他公司的协议价是886，我付给酒店的是971元，真不知酒店是如此对待旅客的，关键酒店居然纠结是一件很小的事，我的一件巴宝莉的风衣因为有点皱，要她们熨下，她们就各个部门的推诿，确实一个大饭店是这样的服务着实让人寒心呀！
5,很不错了
5,好
5,免费升级了行政楼层，但是房间也太小了，一个晚上都没睡好，闷死了
5,都还可以
5,一如既往的好。非常靠谱。
5,浦东大道在修路，有点吵
5,经常住，很好
5,挺好
5,很好，性价比高
5,好！
5,环境很好，可以看到黄浦江
5,很好
5,很不错，江景房，地铁口
5,一直喜欢，一直住这家
5,性价比很高
5,环境不错
5,服务到位，价格合理，位置方便。
5,还可以……
5,酒店地理位置佳，性价比较高。
5,五星！好！还没想到不如意的地方！！！！
5,哎呦，不e哦??
4.3,半夜到达的，一下子给升级到套房，受宠若惊了。
5,一如既往的好
4.3,位于4号线对面，出行方便，早餐丰富
5,酒店房间满了 免费升级 赚到了
5,方便，熟悉，房间温馨
5,性价比超高的酒店，下次有机会还会来。
5,好好好好好好好好好好好好好好好好好好好好
5,非常好五星级酒店，外滩附近的酒店都住过一些，和平，凯宾斯基，威斯汀，香格里拉都不如裕景性价比高，非常好，下次过来，没得说，肯定住裕景大饭店
5,好的
5,环境不错
5,好好
5,好得不得了！
5,很好的酒店
5,环境很好，房间没有还给升级了套房，很不错。
5,每次都住这里，性价比超高的酒店
5,非常好
5,非常好
5,总体性价比高
5,很好
5,"酒店还可以,主要是地c好,c地F相,去那都方便,只是建B地P不知要什Nr候才弄好"
5,环境很好，房间也很舒服，床很大很舒服
5,环境不错，服务到位，下次还会再来
5,性价比高，浦东陆家嘴步行15分钟，比较方便
5,环境好，服务态度到位，商务出差好住处
4.3,蛮好
5,好
5,还行
5,棒????
5,还可以………………………………
4.3,帮朋友预定，朋友说房间不错。
5,好
5,好
5,好好好
4.3,好很好
5,环境很好，设施齐全、服务态度较好，视野很好
5,很好，第一次住。下次出差还住
5,服务不错，位置不错
5,位置不错，就是最近修路，有些不方便
5,very good hotel
5,这次很感动，直接升级到行政房，我真的是很容易满足啊。
5,这次很感动，直接升级到行政房，我真的是很容易满足啊。
5,在合适的时间里预订的酒店性价比超高
5,交通方便，酒店设施算可以
5,很好
5,赞
5,环境不错
5,环境很好，服务不错，性价比最高
5,酒店位置好，价格好，早饭好，服务好
5,帮同事订的酒店，看上去很高大上。
5,酒店设施很好，帮朋友订的
4.3,挺好的 就是周围在修路
5,紧临江边，景色好。酒店环境卫生好！可以考虑。
5,住的高级房，很舒服很宽敞
4.3,还行吧，就是价高
5,非常好哦，也不贵的五星
5,交通便利，很好????
5,一般
5,工作人员很不错，性价比也高
5,还行
5,经济实惠
5,酒店交通方便，地理位置优越
5,房间很大很整洁，就是地方不太便利。
5,还可以！！
4.5,春节里的自助早餐太糟了，不符五星标准。
4.5,价位合适，地点不错，门前修路，稍有不便
4.5,周边在修路
4.5,位于浦西，夜景非常漂亮。隔音效果非常好。酒店早餐品种繁多
4.5,不错'这个价位还可以。
4.5,地毯有跳蚤，弄到脚被咬很痒，服务很好。
4.5,价格不错，早餐质量差。
4.5,位置很不错
4.5,酒店环境不错，服务很到位，交通也很便利
4.5,早餐感觉没以前好
4.5,环境好，早餐也好吃，性价比高。比起住500多的商务型酒店，多花100多块钱，很超值。
4.5,酒店有些设备不是很新，但交通位置不错，出行办事方便，但在预定房间时很多选项勾选后，却被通知无法选房，为房间预订增加了不可确定性。
4.5,交通方便，房间宽敞，服务也不错
4.5,总的还不错哦
4.5,酒店还是不错的，周围是老小区，晚上烟花炮竹放的没法睡
4.5,服务和卫生很好
4.5,周边环境在施工，这不是酒店的问题。房间升级了。很感谢！早餐也很丰富，服务特别好！
4.5,帮朋友订的，据说打车不太方便，其它尚可，不过在上海外滩这样的地界这个价格算便宜了
4,通过携程预订了3晚，是预付费（早知道无论如何不会选择这种方式了）因朋友签证出现问题，跟酒店协商，说退是不可能的，改也不可能，一百个不可能，原因是预付款了。比较不愉快的沟通，当然对不完全是怪酒店，酒店和携程客服是互相推诿，酒店说携程给退我们就给退，携程说酒店给退我们就给退，就是把客人停在杠头上。那么个号称5星的酒店，全部满房，沟通如此困难。那么大个携程，收了钱要找退换那简直是登天一样难！
2.5,以前几年都竭力推荐德国客户住这家酒店。但这次明显感到服务档次下降。客人也报怨服务不如以前了。不能再安排外国客人住这里了。
3.5,酒店地理位置很好，就在地铁口，出行很方便。酒店设施较旧，服务也一般，体会不到五星级酒店的档次。早餐还可以。
3.5,环境一般，保利广场周边，小吃店多，服务还行，就是酒店内部设施经常出问题，充电插口，网线接口都有问题，房间不大，达不到五星级水准，充其量准4星！
3.8,酒店在比较好的位置，所以人比较多。 早餐也还好，比较全。 唯一不满的就是前台服务员，穿红色衣服的年轻姑娘态度不是很好
2.3,卫生一般般，服务太差，前台电话经常要等很久，拿条干净浴巾等半个小时，这也称的上五星级？搞笑来的
4.5,"I think is a great option for business, but if you are going as a tourist is a little far away of the hot spots. There is a subway station just crossing the street so you can go almost anywhere. The personnel is incredible nice and the breakfast good."
3,客观的说，房间还好，但是前台服务真是弱爆了。 之前办了预授权，出差完毕所以退房了，几个小时马上要离开上海却突然又接到他们酒店又超越我的预授权扣了我的钱的通知。找了他酒店让我找携程，找了携程让我找酒店，莫名其妙刷了1706块钱，还搞不清楚到底是哪里的钱。半年过去了，至今还没有得到合理解释和处理方法。不论什么形式，怎么可以不经过允许就直接扣了？没有任何解释，招行信用卡也是醉了。 商务出差，至今没有把发票给我寄来。 用携程这么多年，这次太失败了，虽然我的留言估计没人关注，还是忍不住吐槽了。 坚决不会再住了。
4.8,商务周边很方便，舒服.
4.8,还不错！挺干净的，在窗边还可以看黄浦江夜景！
4.8,很不错的服务
4.8,蛮实惠的，价格便宜，设施还可以。
4.8,酒店各方面都很好，只是酒店外面施工，所以交通不是很方便～
4.8,酒店房间可以，有免费停车，楼下就地铁站方便，早餐也好，五楼中餐较贵。
4.8,酒店服务细致入微，卫生洁净，期待下一次入住！
4.8,周边修路，但不影响休息，服务质量不错！
4.8,订的大床，到酒店无法提供，只能加钱升级。不过酒店的内部设施是不错的…
4.8,相当不错，就是早晨所有油炸的食物都咬不动
4.8,还不错的酒店，就是现在前面在修路。性价比还不错，来的太晚，没有大床房了。
4.8,别的都很满意，就房间隔音效果差
4.8,设施设备都挺好，服务就一般般，没有什么笑容，也没有多热情
4.8,达到5星标准的酒店，很好，早餐超级丰富，??一个
4.8,整体还是不错的。前台那个小女孩服务非常好，老外也不错。给个好评。
4.8,不错的
4.8,淋浴设施有点老化。交通便利，位置不错。第一次住给的房间不错，能看到黄浦江。早餐丰富。整体留下了好印象。
4.8,干净，地理位置也不错，离东方明珠近。
4.8,安静 整洁 服务很周到！
4.8,酒店总体不错，就是早餐只有一位的，带孩子去半价还要85.1元，找了一堆零钱给我。这一角就不能去掉吗？晕。
4.5,熟悉的老酒店，经常住，各方面都还行。
4.5,地点离陆家嘴金融中心区域比较近，酒店设施不错
4.5,整体服务水平有空间改善
4.5,Very nice hotel located close to the Merto line 4. with very nice pool area.
4.5,现在在修路
4.5,服务态度不怎么。
4.5,好
4.5,还行
4.5,挺好且方便
4.5,总体还行 大门边的马路在修
4.5,房间有点小，浦东大道在施工有点吵，别的都还可以
4.5,还好 房间不大
4.5,地铁口，位置好，在浦东算好的选择了
4.5,五星的品质，很不错
4.8,4号地下の目の前に有り、とても便利。スタッフの辘猡趣皮饬激ぁ￥酒をむ所はホテル沿いにg山有ったが、酒をまない食事の鏊が少なく、少しiきが必要でした。
4,酒店还是很好的，性价比高，但是周围在施工，所以，造成周围不是很漂亮的感觉。 但是这个价格确实已经很到位了，晚上还能看到东方明珠呢。
4,酒店还是很不错的，就是门口这个马路一直在修感觉很不好，希望一直有特价保持高性价比
4,帮朋友订的
4,酒店一般
4,环境由于修路比较差，其他方面都可以
4,这个感觉一般般吧
4,至少输入十五个字至少输入十几个字
4,"great hotel to be in, great breakfast, on the top of pudong avenue metro station."
4,还行
4,工地
4,一好好
4,还可以
4,房间干净，服务不错
4,服务冷漠
4.8,总体评价四星酒店，商务呆一天还凑合
